都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,管理NO,区,避難所No,避難所名称,所在地,電話1,電話1備考,電話2,電話2備考,避難所運営協力自主防災組織,開放区,敷地面積_m2,保有教室等の総面積_m2,応急救護所,運動場面積_m2,運動場面積_備考,体育館面積_m2,格技場面積_m2,収容可能人員（屋内）,緯度,経度
221390,91,静岡県,浜松市,91,南区,南7,芳川小学校,浜松市南区芳川町206-1,(053)461-0020,,,,石原町、安松町、芳川町神出、芳川町大橋、大柳町,体育館、校舎（西棟）の一部,16468,2042,無,6948,,1011,0,1018,34.69252,137.766415
221390,92,静岡県,浜松市,92,南区,南8,南陽中学校,浜松市南区芳川町80,(053)461-2494,,,,本郷町（公会堂以南）、本郷町東（3区）、参野町、恩地町、都盛町、県営芳川団地,体育館、北校舎の一部,21584,2877,有,11771,,1078,859,1605,34.693679,137.764867
221390,93,静岡県,浜松市,93,南区,南9,芳川北小学校,浜松市南区頭陀寺町1046-1,(053)463-7231,,,,本郷町（公会堂以北）、本郷町東（1区、2区）、頭陀寺町、西伝寺町,体育館、北校舎の一部,20086,2066,無,11124,,1011,0,1026,34.698938,137.760932
221390,94,静岡県,浜松市,94,南区,南10,飯田小学校,浜松市南区飯田町978,(053)461-3740,,,,渡瀬町、飯田町田畑、飯田町上組、飯田町新田、飯田町西、飯田町開戸、鶴見町東、鶴見町西、南天竜、青屋町（青屋上地区以外）,体育館、中校舎、北校舎の一部,14458,2093,有,7440,,773,0,955,34.706426,137.774084
221390,95,静岡県,浜松市,95,南区,南11,東部中学校,浜松市南区飯田町1038,(053)461-0231,,,,三和町、下飯田町、新貝町、大塚町,体育館、特別活動室,25147,3319,無,14562,,1500,0,1606,34.703083,137.773963
221390,96,静岡県,浜松市,96,南区,南12,可美小学校,浜松市南区若林町1748,(053)447-0043,,,,若林町東、若林町西、若林町北、東若林町,体育館、校舎（南校舎・南校舎東棟）の一部,18347,2750,有,8981,,1032,0,1261,34.689622,137.695405
221390,97,静岡県,浜松市,97,南区,南13,可美中学校,浜松市南区増楽町700,(053)447-0127,,,,高塚町南、高塚町北、増楽町,体育館、格技場棟の一部,16765,2747,無,11701,,941,625,1438,34.687932,137.690783
221390,98,静岡県,浜松市,98,南区,南14,南の星小学校,浜松市南区西島町1148-1,(053)425-6900,,,,西島町東、西島町西、松島町、江之島町、福島町、遠州浜第一～第五,体育館、校舎（西棟）の一部,18401,8536,有,8053,,1183,0,3240,34.662615,137.768259
221390,99,静岡県,浜松市,99,北区,北1,三方原小学校,浜松市北区三方原町682,(053)436-6200,,,,三方原町三方原南、三方原町三方原、百里園,体育館、東校舎,17258,1845,有,8330,,979,0,941,34.778061,137.712186
221390,100,静岡県,浜松市,100,北区,北2,豊岡小学校,浜松市北区豊岡町22,(053)436-1107,,,,百園、東三方町、豊岡町、三幸町、東三方町官舎、三方原聖隷（連絡員）,体育館、特別教室,35874,2212,有,12214,,802,0,1005,34.78696,137.719417
221390,101,静岡県,浜松市,101,北区,北3,北星中学校,浜松市北区初生町1305,(053)436-1106,,,,初生町北（第一・第二）、初生町追分（一部）,体育館、特別活動室,25668,3012,無,12583,,1272,0,1428,34.768721,137.715618
221390,102,静岡県,浜松市,102,北区,北4,初生小学校,浜松市北区初生町1001-2,(053)437-0718,,,,初生町南、初生町北（第三）、初生町中、初生町追分（一部）,体育館、一部教室,19339,1982,無,7975,,764,0,915,34.768903,137.727457
221390,103,静岡県,浜松市,103,北区,北5,三方原中学校,浜松市北区豊岡町196,(053)436-7823,,,,三方原町清水、根洗町、大原町、,体育館、特別活動室,22796,2745,無,13763,,1066,0,1270,34.789034,137.719594
221390,104,静岡県,浜松市,104,北区,北6,都田小学校,浜松市北区都田町5609-2,(053)428-2004,,,,都田町横尾、都田町谷上、都田町一色、都田町吉影、都田町中野,体育館、図工室、音楽室、多目的室,7572,1047,有,2698,,719,0,589,34.827495,137.71715
221390,105,静岡県,浜松市,105,北区,北7,都田中学校,浜松市北区都田町5824-18,(053)428-2024,,,,都田町新木、都田町須部、鷲沢町,体育館、柔剣道場,27382,1531,無,14576,,1160,403,1031,34.833002,137.720516
221390,106,静岡県,浜松市,106,北区,北8,都田南小学校,浜松市北区都田町8756,(053)428-2046,,,,都田町川山、都田町中津、都田町沢上、都田町白昭、都田町前原、新都田二丁目・三丁目・五丁目,体育館、ふれあいルーム,20699,2142,無,10764,,1216,0,1119,34.812401,137.73663
221390,107,静岡県,浜松市,107,北区,北9,（旧）滝沢小学校,浜松市北区滝沢町1520,-,,,,滝沢町,体育館,5071,0,無,2271,,568,0,189,34.858114,137.717625
221390,108,静岡県,浜松市,108,北区,細江1,気賀小学校,浜松市北区細江町気賀11529-1,(053)523-0158,,,,上町、清水、小野、油田、広岡、7区,体育館、南校舎,15979,2679,有,6322,,1083,0,1254,34.810219,137.654433
221390,109,静岡県,浜松市,109,北区,細江2,西気賀小学校,浜松市北区細江町気賀9994-1,(053)523-0142,,,,下村、中区、寸座,体育館、西校舎2階の特別教室,13695,1001,無,6475,,641,0,547,34.8019,137.623849
221390,110,静岡県,浜松市,110,北区,細江3,伊目小学校,浜松市北区細江町気賀3241,(053)523-0253,,,,伊目、老ケ谷,体育館、特別教室,9106,889,無,3651,,743,0,544,34.78735,137.643094
221390,111,静岡県,浜松市,111,北区,細江4,高台幼稚園,浜松市北区細江町中川7172-701,(053)523-0879,,,,湖東,遊戯室、絵本室,4606,363,無,2624,,159,0,174,34.794164,137.685429
221390,112,静岡県,浜松市,112,北区,細江5,中川小学校,浜松市北区細江町中川2553,(053)523-0431,,,,1区、石岡、祝田、刑部、8区、9区,体育館、特別教室,17738,1844,無,8632,,1212,0,1019,34.809569,137.67759
221390,113,静岡県,浜松市,113,北区,細江6,細江中学校,浜松市北区細江町気賀7300-1,(053)523-0166,,,,呉石、跡川,体育館、柔剣道場,41915,3374,無,25532,,2093,965,2144,34.807655,137.646553
221390,114,静岡県,浜松市,114,北区,引佐1,井伊谷小学校,浜松市北区引佐町井伊谷680,(053)542-0063,,,,三岳、花平、3区、4区、5区,体育館,14414,1376,有,7729,,977,0,784,34.832293,137.672224
221390,115,静岡県,浜松市,115,北区,引佐2,引佐南部中学校,浜松市北区引佐町横尾426,(053)542-0062,,,,6区、7区、東四村,体育館、卓球場、特別教室,49922,2473,無,24076,,1429,608,1503,34.834865,137.662411
221390,116,静岡県,浜松市,116,北区,引佐3,金指小学校,浜松市北区引佐町金指1369,(053)542-0114,,,,10区,体育館、特別教室,9611,891,無,5153,,720,0,537,34.821363,137.678341
221390,117,静岡県,浜松市,117,北区,引佐4,浜松湖北高等学校,浜松市北区引佐町金指1428,(053)542-0016,,,,11区、12区、13区、14区、15区、16区,体育館、錬志館,98909,14563,無,24650,,2278,0,5614,34.818504,137.677321
221390,118,静岡県,浜松市,118,北区,引佐5,奥山小学校,浜松市北区引佐町奥山1101-1,(053)543-0310,,,,馬門、中村、小斎藤、尾沢、奥山、西四村,体育館、特別教室,10482,1273,有,6158,,740,0,671,34.84547,137.629341
221390,119,静岡県,浜松市,119,北区,引佐6,奥山体育センター,浜松市北区引佐町奥山1550-1,-,,,,門前、富幕、狩宿、谷沢,全館,4200,244,無,7000,,831,0,358,34.849397,137.622609
221390,120,静岡県,浜松市,120,北区,引佐7,（旧）伊平小学校,浜松市北区引佐町伊平580-2,-,,,,伊平、兎荷、東黒田、西黒田,体育館,10118,0,無,5004,,720,0,240,34.864335,137.660346
221390,121,静岡県,浜松市,121,北区,引佐8,（旧）川名小学校,浜松市北区引佐町川名470-1,-,,,,川名,体育館,8441,0,無,2770,,754,0,251,34.869998,137.701545
221390,122,静岡県,浜松市,122,北区,引佐9,引佐北部小中学校,浜松市北区引佐町四方浄134-6,(053)528-3131,,,,田沢、的場四方浄、別所,体育館、多目的室,8668,618,無,4398,,720,0,446,34.899048,137.655504
221390,123,静岡県,浜松市,123,北区,引佐10,（旧）渋川小学校,浜松市北区引佐町渋川3484,-,,,,珍久、元組、渋川東、渋川大西、寺野,管理教室棟1階（旧職員室、旧教室）,5882,111,無,4850,,0,0,37,34.924792,137.688536
221390,124,静岡県,浜松市,124,北区,引佐11,（旧）久留女木小学校,浜松市北区引佐町西久留女木63-4,-,,,,久留女木,体育館,10696,270,無,3696,,676,0,315,34.903085,137.698019
221390,125,静岡県,浜松市,125,北区,三ヶ日1,三ヶ日東小学校,浜松市北区三ヶ日町都筑2266-2,(053)526-7034,,,,新田、南平、西平、野地、北平、大谷、佐久米、駒場、大崎,体育館、特別教室,11861,1226,有,4239,,1059,0,762,34.793402,137.581936
221390,126,静岡県,浜松市,126,北区,三ヶ日2,三ヶ日西小学校,浜松市北区三ヶ日町三ヶ日301-1,(053)525-0047,,,,上神、下神、西町、東町、岡本、御薗、摩訶耶、只木、大福寺,体育館、特別教室,30884,2251,有,13489,,1320,0,1190,34.809213,137.553608
221390,127,静岡県,浜松市,127,北区,三ヶ日3,尾奈小学校,浜松市北区三ヶ日町下尾奈1431,(053)525-0164,,,,下尾奈、上尾奈,体育館、特別教室,10069,897,無,3983,,646,0,514,34.784997,137.539245
221390,128,静岡県,浜松市,128,北区,三ヶ日4,平山小学校,浜松市北区三ヶ日町平山200,(053)525-0136,,,,長根、平山,体育館、ひなぶ館,11338,866,無,5596,,614,0,493,34.824751,137.536971
221390,129,静岡県,浜松市,129,北区,三ヶ日5,三ヶ日協働センター,浜松市北区三ヶ日町三ヶ日500-1,(053)524-1512,,,,東天、西天、宇志、津々崎、日比沢、釣、本坂、鵺代,第1～第5講座室、第1～第3和室、大会議室,8157,5066,有,1750,,0,0,1689,34.803116,137.556084
221390,130,静岡県,浜松市,130,浜北区,浜北1,浜名中学校,浜松市浜北区小松1762-1,(053)586-2321,,,,尾島、沖、本町、西向、平口新田、平口法師軒、平口本村、平口姥ヶ谷,体育館、武道場、木工室,26518,3578,無,11992,,2141,583,2100,34.790601,137.762924
221390,131,静岡県,浜松市,131,浜北区,浜北2,浜名小学校,浜松市浜北区小松1450,(053)586-3066,,,,小松八幡、東町、西町、栄町、南1丁目、南2丁目、南3丁目,体育館、第1理科室、第2理科室、家庭科室,23185,2350,有,12881,,945,0,1098,34.789704,137.768114
221390,132,静岡県,浜松市,132,浜北区,浜北3,内野小学校,浜松市浜北区内野1702,(053)586-4001,,,,内野上、内野西、内野下、内野小島、染地台1～4丁目、内野台1～4丁目,体育館、図書室、図工室、第2音楽室,26354,2516,有,15425,,886,0,1134,34.784662,137.757389
221390,133,静岡県,浜松市,133,浜北区,浜北4,北浜中学校,浜松市浜北区西美薗279-2,(053)586-3101,,,,西美薗下、貴布祢第1、貴布祢6区、貴布祢7区,体育館、卓球室、多目的室、第2理科室、第3理科室、小会議室、休養室,29522,3085,有,15925,,1537,0,1541,34.796945,137.790754
221390,134,静岡県,浜松市,134,浜北区,浜北5,北浜東部中学校,浜松市浜北区上善地317,(053)586-3177,,,,東美薗、油一色、八幡、永島、上善地、八幡団地,体育館、格技場、剣道場、集会室、会議室,25436,2253,有,17032,,1066,360,1226,34.79894,137.808357
221390,135,静岡県,浜松市,135,浜北区,浜北6,北浜小学校,浜松市浜北区横須賀800,(053)586-2990,,,,高畑、ビレッジハウス高畑、沼第1、沼第2、横須賀,体育館、多目的ホール（2階･3階）、図工室、第2音楽室、くすのきルーム2,27041,2226,無,13826,,1189,0,1138,34.791894,137.791598
221390,136,静岡県,浜松市,136,浜北区,浜北7,北浜北小学校,浜松市浜北区西美薗1588,(053)587-8250,,,,西美薗中、西美薗上、西美薗大上、美薗団地、本沢合、小林上、道本,体育館、1学年教室、2学年教室、なかよし1～6、図書室、理科室,21060,2409,無,8127,,824,0,1078,34.802743,137.795825
221390,137,静岡県,浜松市,137,浜北区,浜北8,北浜南小学校,浜松市浜北区寺島3010,(053)586-1585,,,,寺島東、寺島南、寺島北、若草団地、中条,体育館、音楽室、図工室、図書室、1～7学年教室、学習室,21363,1656,有,11585,,860,0,839,34.784313,137.791499
221390,138,静岡県,浜松市,138,浜北区,浜北9,伎倍小学校,浜松市浜北区貴布祢2646,(053)586-8911,,,,貴布祢5区、貴布祢4区、小林下,体育館、家庭科室、図工室、音楽室、相談室,20673,1719,無,11592,,919,0,879,34.800897,137.783515
221390,139,静岡県,浜松市,139,浜北区,浜北10,北浜東小学校,浜松市浜北区善地1546,(053)586-3319,,,,善地、高薗,体育館、休養室、コスモスルーム,21627,1269,無,9851,,919,0,729,34.791664,137.81014
221390,140,静岡県,浜松市,140,浜北区,浜北11,浜北北部中学校,浜松市浜北区於呂2961,(053)588-7241,,,,中瀬3区、中瀬8区、中瀬4区､赤佐1区､赤佐2区､赤佐3区,体育館、視聴覚室、音楽室、第2美術室、第1理科室、第2理科室、第3理科室、進路室、9組,33715,3602,有,18380,,1354,812,1923,34.828616,137.800667
221390,141,静岡県,浜松市,141,浜北区,浜北12,中瀬小学校,浜松市浜北区中瀬3648-1,(053)588-7310,,,,上島、中瀬2区、中瀬5区、中瀬6区、中瀬7区,体育館、児童会室、なかよしルーム、PTA室、プレイルーム、発達支援教室、図工室、第1音楽室、第2音楽室、5組,22162,2580,無,12517,,1049,0,1210,34.823892,137.81145
221390,142,静岡県,浜松市,142,浜北区,浜北13,赤佐小学校,浜松市浜北区於呂2790,(053)588-7552,,,,赤佐4区、赤佐5区、赤佐12区､赤佐6区､赤佐7区､赤佐8区,体育館、にこにこ教室1・2、岩水、ひまわり、教育相談室,22139,2484,無,13076,,992,0,1159,34.837531,137.797247
221390,143,静岡県,浜松市,143,浜北区,浜北14,麁玉中学校,浜松市浜北区宮口4847,(053)589-8328,,,,尾野上、尾野中、尾野下、宮口大屋敷、灰木、堀谷,体育館、武道場、体育準備室、技術室、調理室、保健室,42240,2193,有,26375,,989,311,1164,34.834341,137.768584
221390,144,静岡県,浜松市,144,浜北区,浜北15,麁玉小学校,浜松市浜北区宮口262,(053)589-8313,,,,宮口町、宮口有隣、宮口野口、宮口梔池、宮口譲栄、宮口辺田原,体育館、図工室、音楽室、図書室、会議室,14257,1594,無,8944,,870,0,821,34.829695,137.770539
221390,145,静岡県,浜松市,145,浜北区,浜北16,新原小学校,浜松市浜北区新原2331,(053)589-8327,,,,新原東原、新原本村、新原下善,体育館、図工室、図書室、3組、4組,16880,1486,無,9130,,919,0,802,34.81808,137.780511
221390,146,静岡県,浜松市,146,浜北区,浜北17,（旧）大平小学校,浜松市浜北区大平686,-,,,,大平,旧幼稚園舎,5494,124,無,2740,,0,0,41,34.852886,137.742533
221390,147,静岡県,浜松市,147,天竜区,天竜1,熊小学校,浜松市天竜区熊2153,(053)929-0151,,,,熊地区自主防災隊,体育館、図工室、ホール、デイサービスセンター、パソコン室,15569,318,有,6763,,651,0,323,34.959508,137.732949
221390,148,静岡県,浜松市,148,天竜区,天竜2,上阿多古小学校,浜松市天竜区西藤平1318,(053)928-0004,,,,上阿多古地区自主防災隊,体育館、多目的ホール、教育相談室,12092,207,有,8227,,531,0,246,34.912342,137.763542
221390,149,静岡県,浜松市,149,天竜区,天竜3,上阿多古ふれあいセンター,浜松市天竜区西藤平1555,(053)928-0002,,,,上阿多古地区自主防災隊,体育館、実習室1、実習室2、会議室1、会議室2,7573,153,無,2096,,315,0,156,34.910626,137.761744
221390,150,静岡県,浜松市,150,天竜区,天竜4,下阿多古小学校,浜松市天竜区両島762,(053)926-3511,,,,下阿多古地区自主防災隊,体育館、1年教室、生活科室,13356,51,無,6841,,539,0,197,34.882928,137.792076
221390,151,静岡県,浜松市,151,天竜区,天竜5,（旧）下阿多古中学校,浜松市天竜区上野948,-,,,,石神、上野,旧普通・特別教室の一部,14239,893,無,9935,,0,0,298,34.889998,137.7809
221390,152,静岡県,浜松市,152,天竜区,天竜6,二俣小学校,浜松市天竜区二俣町二俣867-1,(053)925-4178,,,,神明町、諏訪町、中町、吾妻町、新町、西古町、城下、本町、川口、南口、北鹿島、（横町）、（皆原）,体育館、学習室、図工室、音楽室、多目的ルーム、普通教室,20568,2261,有,10800,,945,0,1069,34.864279,137.812381
221390,153,静岡県,浜松市,153,天竜区,天竜7,清竜中学校,浜松市天竜区二俣町鹿島525,(053)926-3741,,,,西鹿島、（北鹿島）,体育館、特別教室、翔龍館、技術室、プレイルーム,24064,567,有,12121,,1228,327,707,34.849983,137.809225
221390,154,静岡県,浜松市,154,天竜区,天竜8,天竜高校,浜松市天竜区二俣町二俣601,(053)925-3139,,,,大園、笹岡、車道、横町、皆原,第1体育館、武道場、多目的体育館、同窓会館,41346,328,無,13990,,1722,447,832,34.869346,137.812252
221390,155,静岡県,浜松市,155,天竜区,天竜9,光明小学校,浜松市天竜区山東2550,(053)925-3032,,,,北嶺、相生、山王、水ケ谷、促進山東,体育館、音楽室、図書室、普通教室、図工室、生活科室,18031,269,有,9120,,725,0,331,34.877774,137.82457
221390,156,静岡県,浜松市,156,天竜区,天竜10,（旧）鏡山小学校,浜松市天竜区只来97-3,-,,,,只来、下百古里、上百古里、横川、大平,体育館、図工室、音楽室、普通教室、相談室,11479,207,無,3820,,415,0,207,34.893391,137.859905
221390,157,静岡県,浜松市,157,天竜区,天竜11,光が丘中学校,浜松市天竜区山東2701,(053)925-3041,,,,八幡、栄町、大谷、船明,体育館、格技場、普通教室、多目的ホール,33353,936,無,16842,,1978,326,1080,34.875504,137.823072
221390,158,静岡県,浜松市,158,天竜区,天竜12,横山小学校,浜松市天竜区横山町547,(053)923-0073,,,,竜川地区自主防災隊,体育館、音楽室、学習室Ⅱ、集会室、図工室、学習室1、普通教室（一部）,14415,229,有,9953,,543,0,257,34.942974,137.817268
221390,159,静岡県,浜松市,159,天竜区,天竜13,天竜壬生ホール,浜松市天竜区二俣町二俣20-2,(053)922-3301,,,,旭町、阿蔵,リハーサル室、ホール客席,16300,643,無,0,,0,0,214,34.858741,137.815896
221390,160,静岡県,浜松市,160,天竜区,天竜14,天竜特別支援学校,浜松市天竜区渡ケ島201-2,(053)926-2255,,,,請留,体育館、図書室、視聴覚室、音楽室、図工室、被服室,29441,0,無,4375,,500,0,167,34.857729,137.798225
221390,161,静岡県,浜松市,161,天竜区,春野1,犬居小学校,浜松市天竜区春野町堀之内993-1,(053)985-0017,,,,若身、昭和、平尾、平野、静修、胡桃平、和泉平、砂川、大時,体育館、図工室、音楽室、すみれ学級、児童会室、普通教室、理科室、用務員室,11835,1258,有,4150,,733,0,664,34.95951,137.897552
221390,162,静岡県,浜松市,162,天竜区,春野2,（旧）熊切小学校,浜松市天竜区春野町石打松下211-1,-,,,,長蔵寺、熊切、筏戸大上、五和、越木平、田河内、花島,体育館、なかよしホール,10238,102,無,7998,,770,0,291,34.998354,137.939637
221390,163,静岡県,浜松市,163,天竜区,春野3,（旧）春野北小学校,浜松市天竜区春野町杉242-2,-,,,,杉第一、杉第二、杉第三、川上第一、川上第二,体育館、食堂棟,8363,624,有,7038,,733,0,452,35.031801,137.980133
221390,164,静岡県,浜松市,164,天竜区,春野4,気田小学校,浜松市天竜区春野町気田603-1,(053)989-0044,,,,平木、仇山、気田下区、気田中区、気田上区、金川、郷島、山路、赤岡、篠原、野尻、植田、勝坂、石切,体育館、図書室、2年生教室、図工室、ほほえみ教室,16812,261,無,5498,,1109,0,457,35.003817,137.905707
221390,165,静岡県,浜松市,165,天竜区,春野5,天竜高校春野校舎,浜松市天竜区春野町堀之内284,(053)985-0306,,,,東領家、西領家、犬居,体育館、柔剣道場、立志舘,41727,779,無,15552,,717,727,741,34.959014,137.88838
221390,166,静岡県,浜松市,166,天竜区,春野6,春野防災センター,浜松市天竜区春野町宮川1467-2,(053)983-0119,,,,河内、高瀬、久保田、里原,会議室、和室,1174,261,無,0,,0,0,87,34.981622,137.896679
221390,167,静岡県,浜松市,167,天竜区,佐久間1,浦川小学校,浜松市天竜区佐久間町浦川2819,(053)967-3802,,,,浦川地区各自主防災隊,体育館、学習室、休養室、相談室,9266,65,無,5575,,535,0,200,35.055087,137.76476
221390,168,静岡県,浜松市,168,天竜区,佐久間2,浦川ふれあいセンター,浜松市天竜区佐久間町浦川2794-1,(053)967-2002,,,,浦川地区各自主防災隊,旧浦川中学校体育館、講座室、会議室、和室、図書室（ロビー）,10573,280,無,6676,,823,0,368,35.052311,137.761912
221390,169,静岡県,浜松市,169,天竜区,佐久間3,（旧）佐久間中学校,浜松市天竜区佐久間町佐久間2410,-,,,,佐久間地区各自主防災隊,旧佐久間中学校体育館、教室等,19612,3368,無,8331,,830,392,1399,35.091606,137.810538
221390,170,静岡県,浜松市,170,天竜区,佐久間4,佐久間小学校,浜松市天竜区佐久間町半場50-1,(053)965-0024,,,,佐久間地区各自主防災隊,体育館、山びこ教室、生活科室、会議室,18456,1032,無,8500,,541,0,524,35.088248,137.803385
221390,171,静岡県,浜松市,171,天竜区,佐久間5,山香ふれあいセンター,浜松市天竜区佐久間町大井2415-1,(053)964-0004,,,,山香地区各自主防災隊,会議室、和室,673,185,無,0,,0,0,62,35.079478,137.841672
221390,172,静岡県,浜松市,172,天竜区,佐久間6,佐久間中学校湖北高校佐久間分校,浜松市天竜区佐久間町中部683-1,(053)965-0237,（佐久間中学校）,,,佐久間地区各自主防災隊,佐久間中学校体育館、湖北高校佐久間分校体育館、武道場,61227,0,無,35135,,2488,549,1012,35.079878,137.795679
221390,173,静岡県,浜松市,173,天竜区,佐久間7,城西ふれあいセンター,浜松市天竜区佐久間町奥領家1528-4,(053)987-0011,,,,城西地区各自主防災隊,会議室、和室,1006,246,有,0,,0,0,82,35.140511,137.860989
221390,174,静岡県,浜松市,174,天竜区,水窪1,水窪小学校,浜松市天竜区水窪町奥領家2697-1,(053)987-0007,,,,神原,体育館、図書室、休養室、家庭科室、かしの木ルーム、よらんかねルーム,11564,0,無,4734,,537,0,179,35.161127,137.868315
221390,175,静岡県,浜松市,175,天竜区,水窪2,（旧）西浦小学校,浜松市天竜区水窪町奥領家5296-18,-,,,,西浦、草木,理科室、集会場,5315,217,無,3331,,0,0,72,35.211879,137.891323
221390,176,静岡県,浜松市,176,天竜区,水窪3,水窪中学校,浜松市天竜区水窪町地頭方366,(053)987-0025,,,,向市場、上村、向島,体育館,11425,0,無,6103,,834,0,278,35.153661,137.870811
221390,177,静岡県,浜松市,177,天竜区,水窪4,水窪文化会館,浜松市天竜区水窪町奥領家3274-1,(053)982-0013,,,,小畑、竜戸、長尾、大野、向島,ホール、舞台、視聴覚室、音楽準備室,1934,732,無,0,,0,0,244,35.16641,137.869093
221390,178,静岡県,浜松市,178,天竜区,水窪5,水窪総合体育館,浜松市天竜区水窪町地頭方241-3,(053)982-0012,,,,水窪、向市場、門桁,体育室,8062,0,有,0,,1421,0,474,35.154997,137.868876
221390,179,静岡県,浜松市,179,天竜区,龍山1,（旧）龍山第一小学校,浜松市天竜区龍山町大嶺565-5,-,,,,大嶺地区各自主防災隊,全教室,2980,1844,無,2304,,0,0,615,34.970323,137.825204
221390,180,静岡県,浜松市,180,天竜区,龍山2,龍山高齢者コミュニティセンター,浜松市天竜区龍山町大嶺1279-3,-,,,,白倉地区各自主防災隊,全室,446,254,無,0,,0,0,85,34.990646,137.782638
221390,181,静岡県,浜松市,181,天竜区,龍山3,龍山健康増進センター,浜松市天竜区龍山町戸倉217-1,(053)969-0002,,,,戸倉地区各自主防災隊,全室,925,0,無,0,,925,0,308,34.966673,137.837367
221390,182,静岡県,浜松市,182,天竜区,龍山4,龍山保健センター,浜松市天竜区龍山町戸倉711-2,(053)969-0082,,,,戸倉地区各自主防災隊,活動室、研修室、和室、歯科検診室,3242,183,有,0,,0,0,61,34.978455,137.830485
221390,183,静岡県,浜松市,183,天竜区,龍山5,龍山老人福祉センター,浜松市天竜区龍山町下平山248-2,-,,,,下平山地区自主防災隊,全室,330,167,無,0,,0,0,56,35.008944,137.84105
221390,184,静岡県,浜松市,184,天竜区,龍山6,龍山森林文化会館,浜松市天竜区龍山町瀬尻982-2,(053)968-0331,,,,瀬尻地区各自主防災隊,ホール、和室、学習室、研修室等,2234,1491,無,0,,0,0,497,35.023404,137.840166